SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Meter,DensityQuadratSize,TotalShoots,FloweringShoots,CoverQuadratSize,PercentSeagrass,PercentBare,PercentOther,DensityShoots,Notes,Year
2019-07-15,AK.B.4.L.m16,AK,B,L,4,m16,0.25,69,0,0.25,0.9,0.1,0,276,NA,2019
2019-07-15,AK.B.5.L.m4,AK,B,L,5,m4,0.25,66,0,0.25,0.85,0.15,0,264,NA,2019
2019-07-15,AK.B.5.L.m8,AK,B,L,5,m8,0.25,50,0,0.25,0.5,0.7,0,200,NA,2019
2019-07-15,AK.B.5.L.m12,AK,B,L,5,m12,0.25,72,0,0.25,0.6,0.4,0,288,NA,2019
2019-07-15,AK.B.5.L.m16,AK,B,L,5,m16,0.25,52,0,0.25,0.6,0.4,0,208,NA,2019
2019-07-15,AK.B.6.L.m4,AK,B,L,6,m4,0.25,58,0,0.25,0.6,0.4,0,232,NA,2019
2019-07-15,AK.B.6.L.m8,AK,B,L,6,m8,0.25,56,0,0.25,0.3,0.7,0,224,NA,2019
2019-07-15,AK.B.6.L.m12,AK,B,L,6,m12,0.25,50,0,0.25,0.9,0.1,0,200,NA,2019
2019-07-15,AK.B.6.L.m16,AK,B,L,6,m16,0.25,76,0,0.25,0.92,0.07,0.01,304,NA,2019
2019-07-16,AK.C.1.U.m4,AK,C,U,1,m4,0.25,88,4,0.25,0.55,0.45,0,352,NA,2019
2019-07-16,AK.C.1.U.m8,AK,C,U,1,m8,0.25,153,1,0.25,1,0,0,612,NA,2019
2019-07-16,AK.C.1.U.m12,AK,C,U,1,m12,0.25,103,0,0.25,0.6,0.4,0,412,NA,2019
2019-07-16,AK.C.1.U.m16,AK,C,U,1,m16,0.25,77,0,0.25,0.45,0.55,0,308,NA,2019
2019-07-16,AK.C.2.U.m4,AK,C,U,2,m4,0.25,134,1,0.25,0.75,0.19,0.06,536,Other cover is microalgae,2019
2019-07-16,AK.C.2.U.m8,AK,C,U,2,m8,0.25,45,0,0.25,0.15,0.73,0.12,180,Other cover is microalgae,2019
2019-07-16,AK.C.2.U.m12,AK,C,U,2,m12,0.25,97,0,0.25,0.45,0.45,0.1,388,Other cover is microalgae,2019
2019-07-16,AK.C.2.U.m16,AK,C,U,2,m16,0.25,120,0,0.25,0.9,0.08,0.02,480,Other cover is microalgae,2019
2019-07-16,AK.C.3.U.m4,AK,C,U,3,m4,0.25,162,1,0.25,0.8,0.2,0,648,NA,2019
2019-07-16,AK.C.3.U.m8,AK,C,U,3,m8,0.25,142,0,0.25,1,0,0,568,NA,2019
2019-07-16,AK.C.3.U.m12,AK,C,U,3,m12,0.25,132,1,0.25,1,0,0,528,NA,2019
2019-07-16,AK.C.3.U.m16,AK,C,U,3,m16,0.25,72,0,0.25,1,0,0,288,NA,2019
2019-07-16,AK.C.4.L.m4,AK,C,L,4,m4,0.25,52,0,0.25,0.98,0.02,0,208,NA,2019
2019-07-16,AK.C.4.L.m8,AK,C,L,4,m8,0.25,39,0,0.25,0.85,0.15,0,156,NA,2019
2019-07-16,AK.C.4.L.m12,AK,C,L,4,m12,0.25,66,0,0.25,0.92,0.08,0,264,NA,2019
2019-07-16,AK.C.4.L.m16,AK,C,L,4,m16,0.25,28,1,0.25,0.9,0.1,0,112,NA,2019
2019-07-16,AK.C.5.L.m4,AK,C,L,5,m4,0.25,73,0,0.25,0.95,0.05,0,292,NA,2019
2019-07-16,AK.C.5.L.m8,AK,C,L,5,m8,0.25,61,0,0.25,0.95,0.05,0,244,NA,2019
2019-07-16,AK.C.5.L.m12,AK,C,L,5,m12,0.25,66,1,0.25,0.92,0.08,0,264,NA,2019
2019-07-16,AK.C.5.L.m16,AK,C,L,5,m16,0.25,70,0,0.25,0.9,0.1,0,280,NA,2019
2019-07-16,AK.C.6.L.m4,AK,C,L,6,m4,0.25,64,0,0.25,0.98,0.02,0,256,NA,2019
2019-07-16,AK.C.6.L.m8,AK,C,L,6,m8,0.25,73,1,0.25,0.95,0.05,0,292,NA,2019
2019-07-16,AK.C.6.L.m12,AK,C,L,6,m12,0.25,74,1,0.25,0.96,0.04,0,296,NA,2019
2019-07-16,AK.C.6.L.m16,AK,C,L,6,m16,0.25,67,2,0.25,0.95,0.05,0,268,NA,2019
2019-07-17,AK.D.1.U.m4,AK,D,U,1,m4,0.25,22,0,0.25,0.08,0.52,0.4,88,NA,2019
2019-07-17,AK.D.1.U.m8,AK,D,U,1,m8,0.25,27,0,0.25,0.1,0.7,0.2,108,NA,2019
2019-07-17,AK.D.1.U.m12,AK,D,U,1,m12,0.25,31,0,0.25,0.1,0.55,0.35,124,NA,2019
2019-07-17,AK.D.1.U.m16,AK,D,U,1,m16,0.25,16,0,0.25,0.1,0.55,0.35,64,NA,2019
2019-07-17,AK.D.2.U.m4,AK,D,U,2,m4,0.25,57,0,0.25,0.3,0.6,0.1,228,NA,2019
2019-07-17,AK.D.2.U.m8,AK,D,U,2,m8,0.25,44,0,0.25,0.2,0.35,0.45,176,NA,2019
2019-07-17,AK.D.2.U.m12,AK,D,U,2,m12,0.25,12,0,0.25,0.1,0.3,0.6,48,NA,2019
2019-07-17,AK.D.2.U.m16,AK,D,U,2,m16,0.25,40,0,0.25,0.6,0.3,0.1,160,NA,2019
2019-07-17,AK.D.3.U.m4,AK,D,U,3,m4,0.25,40,0,0.25,0.2,0.5,0.3,160,NA,2019
2019-07-17,AK.D.3.U.m8,AK,D,U,3,m8,0.25,31,0,0.25,0.4,0.4,0.2,124,NA,2019
2019-07-17,AK.D.3.U.m12,AK,D,U,3,m12,0.25,15,0,0.25,0.3,0.45,0.25,60,NA,2019
2019-07-17,AK.D.3.U.m16,AK,D,U,3,m16,0.25,30,0,0.25,0.4,0.4,0.2,120,NA,2019
2019-07-17,AK.D.4.L.m4,AK,D,L,4,m4,0.25,56,0,0.25,0.45,0.55,0,224,NA,2019
2019-07-17,AK.D.4.L.m8,AK,D,L,4,m8,0.25,32,0,0.25,0.3,0.62,0.08,128,NA,2019
2019-07-17,AK.D.4.L.m12,AK,D,L,4,m12,0.25,26,0,0.25,0.25,0.5,0.25,104,NA,2019
2019-07-17,AK.D.4.L.m16,AK,D,L,4,m16,0.25,42,2,0.25,0.4,0.45,0.15,168,NA,2019
2019-07-17,AK.D.5.L.m4,AK,D,L,5,m4,0.25,18,0,0.25,0.4,0.6,0,72,NA,2019
2019-07-17,AK.D.5.L.m8,AK,D,L,5,m8,0.25,15,0,0.25,0.4,0.1,0.5,60,NA,2019
2019-07-17,AK.D.5.L.m12,AK,D,L,5,m12,0.25,45,0,0.25,0.3,0.68,0.02,180,NA,2019
2019-07-17,AK.D.5.L.m16,AK,D,L,5,m16,0.25,31,0,0.25,0.78,0.2,0.02,124,NA,2019
2019-07-17,AK.D.6.L.m4,AK,D,L,6,m4,0.25,38,0,0.25,0.75,0.2,0.05,152,NA,2019
2019-07-17,AK.D.6.L.m8,AK,D,L,6,m8,0.25,47,0,0.25,0.6,0.4,0,188,NA,2019
2019-07-17,AK.D.6.L.m12,AK,D,L,6,m12,0.25,50,0,0.25,0.85,0.15,0,200,NA,2019
2019-07-17,AK.D.6.L.m16,AK,D,L,6,m16,0.25,43,0,0.25,0.85,0.13,0.02,172,NA,2019
2019-07-18,AK.E.1.U.m4,AK,E,U,1,m4,0.25,220,0,0.25,0.95,0.04,0.01,880,NA,2019
2019-07-18,AK.E.1.U.m8,AK,E,U,1,m8,0.25,74,0,0.25,0.3,0.3,0.4,296,NA,2019
2019-07-18,AK.E.1.U.m12,AK,E,U,1,m12,0.25,93,0,0.25,0.25,0.35,0.4,372,NA,2019
2019-07-18,AK.E.1.U.m16,AK,E,U,1,m16,0.25,127,0,0.25,0.75,0.25,0,508,NA,2019
2019-07-18,AK.E.2.U.m4,AK,E,U,2,m4,0.25,154,0,0.25,0.75,0.15,0.1,616,NA,2019
2019-07-18,AK.E.2.U.m8,AK,E,U,2,m8,0.25,127,0,0.25,0.4,0.55,0.05,508,NA,2019
2019-07-18,AK.E.2.U.m12,AK,E,U,2,m12,0.25,83,0,0.25,0.15,0.6,0.25,332,NA,2019
2019-07-18,AK.E.2.U.m16,AK,E,U,2,m16,0.25,129,0,0.25,0.4,0.4,0.2,516,NA,2019
2019-07-18,AK.E.3.U.m4,AK,E,U,3,m4,0.25,98,0,0.25,0.3,0.6,0.1,392,NA,2019
2019-07-18,AK.E.3.U.m8,AK,E,U,3,m8,0.25,168,0,0.25,0.3,0.6,0.1,672,NA,2019
2019-07-18,AK.E.3.U.m12,AK,E,U,3,m12,0.25,112,0,0.25,0.8,0.2,0,448,NA,2019
2019-07-18,AK.E.3.U.m16,AK,E,U,3,m16,0.25,124,0,0.25,0.5,0.45,0.05,496,NA,2019
2019-07-18,AK.E.4.L.m4,AK,E,L,4,m4,0.25,134,1,0.25,1,0,0,536,NA,2019
2019-07-18,AK.E.4.L.m8,AK,E,L,4,m8,0.25,70,0,0.25,0.83,0.05,0.12,280,NA,2019
2019-07-18,AK.E.4.L.m12,AK,E,L,4,m12,0.25,52,0,0.25,0.77,0.08,0.15,208,NA,2019
2019-07-18,AK.E.4.L.m16,AK,E,L,4,m16,0.25,52,0,0.25,0.25,0,0.75,208,NA,2019
2019-07-18,AK.E.5.L.m4,AK,E,L,5,m4,0.25,134,0,0.25,0.5,0.5,0,536,NA,2019
2019-07-18,AK.E.5.L.m8,AK,E,L,5,m8,0.25,130,0,0.25,0.75,0.15,0.1,520,NA,2019
2019-07-18,AK.E.5.L.m12,AK,E,L,5,m12,0.25,91,0,0.25,0.35,0.5,0.15,364,NA,2019
2019-07-18,AK.E.5.L.m16,AK,E,L,5,m16,0.25,110,0,0.25,0.85,0.03,0.12,440,NA,2019
2019-07-18,AK.E.6.L.m4,AK,E,L,6,m4,0.25,159,0,0.25,0.7,0.15,0.15,636,NA,2019
2019-07-18,AK.E.6.L.m8,AK,E,L,6,m8,0.25,188,0,0.25,0.87,0.1,0.3,752,NA,2019
2019-07-18,AK.E.6.L.m12,AK,E,L,6,m12,0.25,145,0,0.25,0.4,0,0.6,580,NA,2019
2019-07-18,AK.E.6.L.m16,AK,E,L,6,m16,0.25,139,0,0.25,0.07,0.17,0.08,556,NA,2019
2019-07-19,AK.F.1.U.m4,AK,F,U,1,m4,0.25,58,4,0.25,0.25,0.75,0,232,NA,2019
2019-07-19,AK.F.1.U.m8,AK,F,U,1,m8,0.25,52,0,0.25,0.3,0.65,0.05,208,NA,2019
2019-07-19,AK.F.1.U.m12,AK,F,U,1,m12,0.25,73,0,0.25,0.35,0.65,0,292,NA,2019
2019-07-19,AK.F.1.U.m16,AK,F,U,1,m16,0.25,68,1,0.25,0.35,0.65,0,272,NA,2019
2019-07-19,AK.F.2.U.m4,AK,F,U,2,m4,0.25,89,1,0.25,0.45,0.55,0,356,NA,2019
2019-07-19,AK.F.2.U.m8,AK,F,U,2,m8,0.25,66,1,0.25,0.5,0.5,0,264,NA,2019
2019-07-19,AK.F.2.U.m12,AK,F,U,2,m12,0.25,97,1,0.25,0.65,0.3,0.05,388,NA,2019
2019-07-19,AK.F.2.U.m16,AK,F,U,2,m16,0.25,27,0,0.25,0.15,0.7,0.15,108,NA,2019
2019-07-19,AK.F.3.U.m4,AK,F,U,3,m4,0.25,35,1,0.25,0.25,0.7,0.05,140,NA,2019
2019-07-19,AK.F.3.U.m8,AK,F,U,3,m8,0.25,52,0,0.25,0.3,0.5,0.2,208,NA,2019
2019-07-19,AK.F.3.U.m12,AK,F,U,3,m12,0.25,80,1,0.25,0.5,0.5,0,320,NA,2019
2019-07-19,AK.F.3.U.m16,AK,F,U,3,m16,0.25,56,0,0.25,0.3,0.88,0.02,224,NA,2019
2019-07-19,AK.F.4.L.m4,AK,F,L,4,m4,0.25,38,1,0.25,0.8,0.2,0,152,NA,2019
2019-07-19,AK.F.4.L.m8,AK,F,L,4,m8,0.25,30,0,0.25,0.5,0.5,0,120,NA,2019
2019-07-19,AK.F.4.L.m12,AK,F,L,4,m12,0.25,66,1,0.25,0.9,0.1,0,264,NA,2019
2019-07-19,AK.F.4.L.m16,AK,F,L,4,m16,0.25,28,0,0.25,0.7,0.3,0,112,NA,2019
2019-07-19,AK.F.5.L.m4,AK,F,L,5,m4,0.25,38,0,0.25,0.5,0.5,0,152,NA,2019
2019-07-19,AK.F.5.L.m8,AK,F,L,5,m8,0.25,30,1,0.25,0.5,0.5,0,120,NA,2019
2019-07-19,AK.F.5.L.m12,AK,F,L,5,m12,0.25,66,1,0.25,0.25,0.75,0,264,NA,2019
2019-07-19,AK.F.5.L.m16,AK,F,L,5,m16,0.25,28,0,0.25,0.95,0.05,0,112,NA,2019
2019-07-19,AK.F.6.L.m4,AK,F,L,6,m4,0.25,39,0,0.25,0.6,0.4,0,156,NA,2019
2019-07-19,AK.F.6.L.m8,AK,F,L,6,m8,0.25,45,0,0.25,0.6,0.4,0,180,NA,2019
2019-07-19,AK.F.6.L.m12,AK,F,L,6,m12,0.25,25,1,0.25,0.9,0.1,0,100,NA,2019
2019-07-19,AK.F.6.L.m16,AK,F,L,6,m16,0.25,42,0,0.25,0.35,0.65,0,168,NA,2019
2019-07-29,BC.A.1.U.m4,BC,A,U,1,m4,0.0625,64,2,0.25,1,0,0,1024,bubble snails present,2019
2019-07-29,BC.A.1.U.m8,BC,A,U,1,m8,0.0625,46,0,0.25,1,0,0,736,bubble snails and eggs,2019
2019-07-29,BC.A.1.U.m12,BC,A,U,1,m12,0.0625,69,0,0.25,1,0,0,1104,NA,2019
2019-07-29,BC.A.1.U.m16,BC,A,U,1,m16,0.0625,82,3,0.25,1,0,0,1312,NA,2019
2019-07-29,BC.A.2.U.m4,BC,A,U,2,m4,0.0625,83,0,0.25,1,0,0,1328,NA,2019
2019-07-29,BC.A.2.U.m8,BC,A,U,2,m8,0.0625,75,0,0.25,0.95,0.02,0.03,1200,3% mixed gracilaria (see photo),2019
2019-07-29,BC.A.2.U.m12,BC,A,U,2,m12,0.0625,20,0,0.25,0.89,0.1,0.01,320,NA,2019
2019-07-29,BC.A.2.U.m16,BC,A,U,2,m16,0.0625,105,0,0.25,1,0,0,1680,NA,2019
2019-07-29,BC.A.3.U.m4,BC,A,U,3,m4,0.0625,38,1,0.25,1,0,0,608,NA,2019
2019-07-29,BC.A.3.U.m8,BC,A,U,3,m8,0.0625,48,8,0.25,1,0,0,768,NA,2019
2019-07-29,BC.A.3.U.m12,BC,A,U,3,m12,0.0625,77,4,0.25,1,0,0,1232,NA,2019
2019-07-29,BC.A.3.U.m16,BC,A,U,3,m16,0.0625,69,0,0.25,1,0,0,1104,NA,2019
2019-07-30,BC.A.4.L.m4,BC,A,L,4,m4,0.0625,33,0,0.25,0.99,0.01,0,528,NA,2019
2019-07-30,BC.A.4.L.m8,BC,A,L,4,m8,0.0625,36,2,0.25,1,0,0,576,NA,2019
2019-07-30,BC.A.4.L.m12,BC,A,L,4,m12,0.0625,36,2,0.25,1,0,0,576,NA,2019
2019-07-30,BC.A.4.L.m16,BC,A,L,4,m16,0.0625,38,0,0.25,1,0,0,608,"no picture, 1 stranded stickleback",2019
2019-07-30,BC.A.5.L.m4,BC,A,L,5,m4,0.0625,41,0,0.25,1,0,0,656,NA,2019
2019-07-30,BC.A.5.L.m8,BC,A,L,5,m8,0.0625,26,0,0.25,1,0,0,416,NA,2019
2019-07-30,BC.A.5.L.m12,BC,A,L,5,m12,0.0625,46,0,0.25,1,0,0,736,NA,2019
2019-07-30,BC.A.5.L.m16,BC,A,L,5,m16,0.0625,59,0,0.25,1,0,0,944,NA,2019
2019-07-30,BC.A.6.L.m4,BC,A,L,6,m4,0.0625,49,0,0.25,1,0,0,784,NA,2019
2019-07-30,BC.A.6.L.m8,BC,A,L,6,m8,0.0625,51,0,0.25,1,0,0,816,NA,2019
2019-07-30,BC.A.6.L.m12,BC,A,L,6,m12,0.0625,42,0,0.25,1,0,0,672,NA,2019
2019-07-30,BC.A.6.L.m16,BC,A,L,6,m16,0.0625,56,6,0.25,1,0,0,896,NA,2019
2019-07-31,BC.B.1.U.m4,BC,B,U,1,m4,0.0625,20,0,0.25,1,0,0,320,NA,2019
2019-07-31,BC.B.1.U.m8,BC,B,U,1,m8,0.0625,13,0,0.25,1,0,0,208,NA,2019
2019-07-31,BC.B.1.U.m12,BC,B,U,1,m12,0.0625,20,0,0.25,1,0,0,320,NA,2019
2019-07-31,BC.B.1.U.m16,BC,B,U,1,m16,0.0625,14,0,0.25,1,0,0,224,NA,2019
2019-07-31,BC.B.2.U.m4,BC,B,U,2,m4,0.0625,8,0,0.25,1,0,0,128,NA,2019
2019-07-31,BC.B.2.U.m8,BC,B,U,2,m8,0.0625,7,0,0.25,0.9,0.1,0,112,couldnt see well - tide coming in,2019
2019-07-31,BC.B.2.U.m12,BC,B,U,2,m12,0.0625,8,0,0.25,0.9,0.1,0,128,couldnt see well - tide coming in,2019
2019-07-31,BC.B.2.U.m16,BC,B,U,2,m16,0.0625,8,0,0.25,0.9,0.1,0,128,couldnt see well - tide coming in,2019
2019-07-31,BC.B.3.U.m4,BC,B,U,3,m4,0.0625,8,0,0.25,0.4,0.6,0,128,NA,2019
2019-07-31,BC.B.3.U.m8,BC,B,U,3,m8,0.0625,7,0,0.25,0.8,0.2,0,112,NA,2019
2019-07-31,BC.B.3.U.m12,BC,B,U,3,m12,0.0625,7,0,0.25,0.4,0.6,0,112,NA,2019
2019-07-31,BC.B.3.U.m16,BC,B,U,3,m16,0.0625,5,0,0.25,0.3,0.7,0,80,NA,2019
2019-07-31,BC.B.4.L.m4,BC,B,L,4,m4,0.0625,8,0,0.25,NA,NA,NA,128,disturbed,2019
2019-07-31,BC.B.4.L.m8,BC,B,L,4,m8,0.0625,11,0,0.25,0.95,0.05,0,176,couldnt see well - tide coming in,2019
2019-07-31,BC.B.4.L.m12,BC,B,L,4,m12,0.0625,11,0,0.25,0.95,0.05,0,176,couldnt see well - tide coming in,2019
2019-07-31,BC.B.4.L.m16,BC,B,L,4,m16,0.0625,11,0,0.25,1,0,0,176,couldnt see well - tide coming in,2019
2019-07-31,BC.B.5.L.m4,BC,B,L,5,m4,0.0625,7,0,0.25,1,0,0,112,very poor vis - tide in,2019
2019-07-31,BC.B.5.L.m8,BC,B,L,5,m8,0.0625,6,0,0.25,1,0,0,96,very poor vis - tide in,2019
2019-07-31,BC.B.5.L.m12,BC,B,L,5,m12,0.0625,9,0,0.25,1,0,0,144,very poor vis - tide in,2019
2019-07-31,BC.B.5.L.m16,BC,B,L,5,m16,0.0625,8,0,0.25,1,0,0,128,very poor vis - tide in,2019
2019-07-31,BC.B.6.L.m4,BC,B,L,6,m4,0.0625,3,0,0.25,0.05,0.95,0,48,very poor vis. Density done by SCUBA as transect was subtidal.,2019
2019-07-31,BC.B.6.L.m8,BC,B,L,6,m8,0.0625,12,0,0.25,0.35,0.55,0.1,192,very poor vis; Agarum algae. Density done by SCUBA as transect was subtidal.,2019
2019-07-31,BC.B.6.L.m12,BC,B,L,6,m12,0.0625,15,0,0.25,0.8,0.2,0,240,very poor vis. Density done by SCUBA as transect was subtidal.,2019
2019-07-31,BC.B.6.L.m16,BC,B,L,6,m16,0.0625,9,0,0.25,0.4,0.5,0.1,144,very poor vis; Agarum algae. Density done by SCUBA as transect was subtidal.,2019
2019-08-01,BC.C.1.U.m4,BC,C,U,1,m4,0.0625,20,0,0.25,0.75,0.2,0.05,320,algae,2019
2019-08-01,BC.C.1.U.m8,BC,C,U,1,m8,0.0625,23,0,0.25,0.8,0.2,0,368,NA,2019
2019-08-01,BC.C.1.U.m12,BC,C,U,1,m12,0.0625,25,0,0.25,0.7,0.3,0,400,NA,2019
2019-08-01,BC.C.1.U.m16,BC,C,U,1,m16,0.0625,32,0,0.25,0.8,0.17,0.03,512,Agarum algae,2019
2019-08-01,BC.C.2.U.m4,BC,C,U,2,m4,0.0625,40,0,0.25,0.97,0,0.03,640,Agarum algae,2019
2019-08-01,BC.C.2.U.m8,BC,C,U,2,m8,0.0625,27,1,0.25,0.87,0.1,0.03,432,Agarum algae,2019
2019-08-01,BC.C.2.U.m12,BC,C,U,2,m12,0.0625,50,0,0.25,0.84,0.15,0.01,800,Gracilaria,2019
2019-08-01,BC.C.2.U.m16,BC,C,U,2,m16,0.0625,37,1,0.25,0.95,0.03,0.02,592,Fucus,2019
2019-08-01,BC.C.3.U.m4,BC,C,U,3,m4,0.0625,62,1,0.25,0.8,0.15,0.05,992,algae,2019
2019-08-01,BC.C.3.U.m8,BC,C,U,3,m8,0.0625,40,1,0.25,1,0,0,640,NA,2019
2019-08-01,BC.C.3.U.m12,BC,C,U,3,m12,0.0625,54,0,0.25,0.87,0.1,0.03,864,Fucus? Or worm tubings?,2019
2019-08-01,BC.C.3.U.m16,BC,C,U,3,m16,0.0625,58,0,0.25,0.98,0,0.02,928,NA,2019
2019-08-01,BC.C.4.L.m4,BC,C,L,4,m4,0.0625,27,0,0.25,0.97,0,0.03,432,Agarum algae,2019
2019-08-01,BC.C.4.L.m8,BC,C,L,4,m8,0.0625,24,0,0.25,0.98,0,0.02,384,Agarum algae,2019
2019-08-01,BC.C.4.L.m12,BC,C,L,4,m12,0.0625,6,0,0.25,0.9,0,0.1,96,Agarum algae,2019
2019-08-01,BC.C.4.L.m16,BC,C,L,4,m16,0.0625,23,0,0.25,0.98,0,0.02,368,algae,2019
2019-08-01,BC.C.5.L.m4,BC,C,L,5,m4,0.0625,59,0,0.25,1,0,0,944,NA,2019
2019-08-01,BC.C.5.L.m8,BC,C,L,5,m8,0.0625,31,1,0.25,1,0,0,496,NA,2019
2019-08-01,BC.C.5.L.m12,BC,C,L,5,m12,0.0625,26,1,0.25,0.99,0.01,0,416,NA,2019
2019-08-01,BC.C.5.L.m16,BC,C,L,5,m16,0.0625,18,1,0.25,0.97,0,0.03,288,Agarum algae,2019
2019-08-01,BC.C.6.L.m4,BC,C,L,6,m4,0.0625,9,0,0.25,0.95,0,0.05,144,Agarum algae,2019
2019-08-01,BC.C.6.L.m8,BC,C,L,6,m8,0.0625,18,0,0.25,0.98,0,0.02,288,Agarum algae,2019
2019-08-01,BC.C.6.L.m12,BC,C,L,6,m12,0.0625,12,0,0.25,0.7,0,0.3,192,algae,2019
2019-08-01,BC.C.6.L.m16,BC,C,L,6,m16,0.0625,11,0,0.25,0.95,0,0.05,176,algae,2019
2019-08-02,BC.D.1.U.m4,BC,D,U,1,m4,0.0625,136,1,0.25,1,0,0,2176,NA,2019
2019-08-02,BC.D.1.U.m8,BC,D,U,1,m8,0.0625,74,0,0.25,0.95,0.05,0,1184,NA,2019
2019-08-02,BC.D.1.U.m12,BC,D,U,1,m12,0.0625,95,0,0.25,1,0,0,1520,NA,2019
2019-08-02,BC.D.1.U.m16,BC,D,U,1,m16,0.0625,103,0,0.25,1,0,0,1648,NA,2019
